Marca temporal,"Imagine que está en una conferencia de Educación. Un colega que trabaja en otra Institución Educativa le pregunta si recientemente probó algo diferente con sus alumnos que produjo resultados positivos, negativos, interesantes o mixtos.  Comparta aquí lo que le contaría a su colega:",Sugiera un #hashtag o título para su respuesta anterior:,P1 Mi experiencia produjo…,Pensando en la experiencia/ejemplo que compartí…Me enfoqué en…,Mi foco estuvo en cultivar en los estudiantes…,Los estudiantes aprenden a través de…,Lo que hice fue a pesar de…, Las decisiones fueron influenciadas por…,Mi papel como maestro fue…,Pensando en la experiencia/ejemplo que acabo de compartir… A los estudiantes de les animó a aprender…,El aprendizaje fue…,Las decisiones fueron influenciadas por…,Institución Educativa,Tipo,Esta situación me generó una sensación de…, Esta situación pasa…,Esta situación está relacionada con…,Grado en el que enseña, Género, Edad, El nivel de educación
10/19/2020 9:08:45,Mi experiencia nueva con mis estudiantes fue una aplicación en inglés que se llama AUTODRAW,LET´S DRAW,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Habilidades y capacitación,Maestros y rectores,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I. E. PROGRESAR,,,,,,,,
10/19/2020 9:08:56,"promoviendo la participación activa de los estudiantes en la parte oral en la asignatura de inglés en los grados 6s, 7s y 8-1.",#speakingresults,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Reflexionar y comprender,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I. E. PROGRESAR,,,,,,,,
10/19/2020 9:09:10,"Si... Es trabajar desde la convivencia, el respeto por el otro y equidad de género ","HEY!!!!!.. YO TE RESPETO Y TÚ ME RESPETAS, ESTAMOS ",Resultados positivos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Reflexionar y comprender,Habilidades y capacitación,Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I. E. PROGRESAR,,,,,,,,
10/19/2020 9:10:07,Dictar clase de manera virtual de matemáticas a niños de primer grado.,La clase virtual y sus resultados.,Resultados mixtos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Aplicar lo aprendido haciendo cosas concretas,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Ayudar a los estudiantes a alcanzar los objetivos,Individual/independientemente,Liderado por el maestro,Necesidades emergentes,I. E. PROGRESAR,,,,,,,,
10/19/2020 9:10:45,"Fue muy divertido, los estudiantes estuvieron muy participativos y hacían aportes muy curiosos y divertidos",nos divertimos aprendiendo,Resultados positivos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Experimentar y crear,Las restricciones de tiempo,Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I. E. PROGRESAR,,,,,,,,
10/19/2020 9:11:03,Diseñar y resolver pasatiempos matemáticos para aplicar conceptos trabajados.,#Pastmate.,Resultados mixtos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I. E. PROGRESAR,,,,,,,,
10/19/2020 9:11:58,"Bien, cierto día me encontraba en un encuentro sincrónico con un grado 4 y teníamos como propósito acompañar las actividades de una de las guía que tenía como tema la descripción. Días antes habíamos tenido un encuentro con el programa PTA donde una historia o cuento que ellos emplearon para motivarlos su encuentro llamado :""zoom "" y pensé  que a pesar de que mi guía tiene varios componentes o momentos, quería incorporar esta estrategia de motivación a mi propio encuentro. Fue sencillamente maravilloso porque a partir de este espacio la guía tomó una dirección más dinámica a la hora de desarrollar las actividades, además porque los estudiantes me pidieron enlaces del cuento y evaluación dicho encuentro como chévere, motivador y dinámico.",#Resignificacion de saberes,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Habilidades y capacitación,La IE y la Secretaría,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I. E. PROGRESAR,,,,,,,,
10/19/2020 9:12:58,Uso de mascotas para crear un ambiente ameno y de motivación por parte de los estudiantes al momento de una asesoria virtual,Impacto de las mascotas en el aprendizaje de la biologia,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Reflexionar y comprender,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el estudiante,Prácticas establecidas,I. E. PROGRESAR,,,,,,,,
10/19/2020 9:13:16,"si me encanta probar nuevas estrategias, aprender de lo nuevo que me puedan brindar los estudiantes, de los resultados positivos y experiencias que se puedan dar.",nuevas experiencias,Resultados positivos,El desarrollo social del alumno,Buenas bases de comprensión para futuros aprendizajes,Reflexionar y comprender,Las restricciones de tiempo,Maestros y rectores,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el estudiante,Prácticas establecidas,I. E. PROGRESAR,,,,,,,,
10/19/2020 9:14:23,"Durante esta época de cuarentena el trabajo virtual nos obligó a usar diferentes estrategias, entre ellas el uso de los vídeos donde los estudiantes debían entregar las evidencias de lo aprendido, generalmente se permite que el niño escoja cómo contar lo aprendido, en exposición, cuento, drama, dibujo, cartelera entre otros, esta dinámica permite que los estudiantes fortalezcan su parte de expresión corporal y oral, para unos ha sido mucho mas fácil que para otros, pero todos al igual que sus familias se esfuerzan por elaborarlo de la mejor manera.",expresa tu aprendizaje,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I. E. PROGRESAR,,,,,,,,
10/19/2020 9:14:30,"si claro compañero, todo inició cuando el número de embarazos adolescentes y padre solterísimo aumentaron dramáticamente en los estudiantes de la institución, así que desde el área de ciencias se programó un taller de métodos de anticoncepción, pero no el mismo taller de siempre, se les propuso a los estudiantes trabajar en grupos bajo tres miradas diferentes, la primera asumiendo el rol de padres, madres e hijos frente a una dificultad como el embarazo adolescente, un segundo caso es que crearan una empresa de promoción y divulgación de los derechos sexuales y reproductivos de los jóvenes y adolescentes y un tercer caso es crear una situación donde hable con su pareja como jóvenes y adolescentes sobre la planificación en su relación.",#loquesehablaconropita,Resultados interesantes,El desarrollo social del alumno,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el estudiante,Necesidades emergentes,I. E. PROGRESAR,,,,,,,,
10/19/2020 9:14:38,"Una actividad que les gusto a los estudiantes fue la titiriferia donde cada grupo compartió una obra de teatro con diferentes temas. a mi grupo le toco sobre el cuidado de los abuelos con la pandemia. los estudiantes debían crear sus personajes y un guion con la ayuda de la docente. toda esta actividad se realizo por medio virtual (plataforma Meet) la participación de toda la institución fue increíble, los estudiantes realizaron trabajos muy interesantes. ",cuidemos a nuestros abuelos,Resultados positivos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I. E. PROGRESAR,,,,,,,,
10/19/2020 9:14:41,"Colega te cuento mi experiencia significativa con mis estudiantes en clase mis estudiantes se tornaban inquietos y algo dispersos en la explicación del tema, entonces me llene de paciencia e identifique el problema y llame su atención contando en ese momento una anegdota graciosa realizamos un par de chistes y retomamos la concentración de ellos y con relación a las anécdotas seguí explicando mi tema y fue un éxito. ",#retomasuconcentracion,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Reflexionar y comprender,Las restricciones de tiempo,Estudiantes y padres,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I. E. PROGRESAR,,,,,,,,
10/19/2020 9:15:43,un niño con necesidades educativas se le trabaja con material concreta para que así capte mejor la atención y el aprendizaje sea significativo lo cual lo hace todos los días en su clase y la profe ve que el estudiante a evolucionado ya que en los grados anteriores solo lo colocan a pintar copias.,la evolución de Samuel,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Aplicar lo aprendido haciendo cosas concretas,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Abrir nuevos mundos para los estudiantes,Individual/independientemente,Liderado por el maestro,Prácticas establecidas,I. E. PROGRESAR,,,,,,,,
10/19/2020 9:17:22,Implementé una estrategia en el uso de actividades lúdicas para promover la participación en inglés.,#juegayaprende,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Aplicar lo aprendido haciendo cosas concretas,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I. E. PROGRESAR,,,,,,,,
10/19/2020 9:17:59,"Realizar un blog en el que los estudiantes que no tienen conectividad continua, puedan entrar a ver las actividades en el momento que lo puedan hacer. ",#conblognuncadesconectados ,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I. E. PROGRESAR,,,,,,,,
10/19/2020 9:18:04,"Soy docente de ed. física, en  las ultimas clases estuve realizando Juegos recreativos como el rey pide, Stop","Jugando, ando",Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I. E. PROGRESAR,,,,,,,,
10/19/2020 9:19:10,"Colega, le cuento que aplica los principios de lenguaje positivo dentro del aula, teniendo en cuenta las pautas de programación neutro lingüística. ",#silocreopuedo,Resultados positivos,El desarrollo social del alumno,Buenas bases de comprensión para futuros aprendizajes,Reflexionar y comprender,Las restricciones de tiempo,Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I. E. PROGRESAR,,,,,,,,
10/19/2020 9:23:48,"Trabaje desde el ser, saber y hacer llevando al alumno a la reflexión ",Reflexionando mi vida,Resultados interesantes,El desarrollo social del alumno,Habilidades de vida prácticas/pensando en futura empleabilidad,Reflexionar y comprender,Habilidades y capacitación,Maestros y rectores,Ayudar a los estudiantes a alcanzar los objetivos,Individual/independientemente,Liderado por el estudiante,Prácticas establecidas,I. E. PROGRESAR,,,,,,,,
10/19/2020 9:24:06,"si he implementado varias  estrategias las cuales las he enfocado con miras que el estudiantes se siente importante y no quiera desistir de sus proceso de formación educativo, esta estrategias fueron: descargar videos con la información, de tal  manera que los estudiante no tengan que gastar sus datos para mirarlos, además las clases explicadas en guías esto para los que no tiene acceso a la internet, la otra estrategia implantada es llamar a los estudiantes a preguntarles como la van pasando o porque no están cumpliendo con su deber escolar ; también  trato de compartirles cuentos o lecturas motivacionales y cuando es un caso que me preocupa por la forma de responder del estudiante, ponerlo en conocimiento de la coordinadora y la psicóloga .",#tùeresmàsqueunasimplenota,Resultados mixtos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Reflexionar y comprender,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Ayudar a los estudiantes a alcanzar los objetivos,Individual/independientemente,Liderado por el maestro,Necesidades emergentes,I. E. PROGRESAR,,,,,,,,
